index;State;CMS Certification Number (CCN)*;Provider Name;Address;City;Zip;Phone;Type of Ownership;Offers Nursing Care Services;Offers Physical Therapy Services;Offers Occupational Therapy Services;Offers Speech Pathology Services;Offers Medical Social Services;Offers Home Health Aide Services;Date Certified;Quality of Patient Care Star Rating;How often the home health team began their patients' care in a timely manner;How often the home health team taught patients (or their family caregivers) about their drugs;How often the home health team checked patients' risk of falling;How often the home health team checked patients for depression;How often the home health team determined whether patients received a flu shot for the currnet flu season;How often the home health team made sure that their patients have received a pneumococcal vaccine (pneumonia shot).;With diabetes, how often the home health team got doctor's orders, gave foot care, and taught patients about foot care;How often patients got better at walking or moving around;How often patients got better at getting in and out of bed;How often patients got better at bathing;How often patients had less pain when moving around;How often patients' breathing improved;How often patients' wounds improved or healed after an operation;How often patients got better at taking their drugs correctly by mouth;How often home health patients had to be admitted to the hospital;How often patients receiving home health care needed urgent, unplanned care in the ER without being admitted;How often home health patients, who have had a recent hospital stay, had to be re-admitted to the hospital;How often home health patients, who have had a recent hospital stay, received care in the hospital emergency room without being re-admitted to the hospital;How often patients developed new or worsened pressure ulcers;How often patients remained in the community after discharge from home health;How often physician-recommended actions to address medication issues were completely timely;How much Medicare spends on an episode of care at this agency, compared to Medicare spending across all agencies nationally;No. of episodes to calc how much Medicare spends per episode of care at agency, compared to spending at all agencies (national)
3871;IN;157624;PHYSIOCARE HOME HEALTHCARE LLC;625 SOUTH EARL AVENUE, STE D;LAFAYETTE;47904;7.65838166E9;Proprietary;True;True;True;True;True;True;19/07/2010 00:00;3.0;91.1;98.9;100.0;98.8;87.2;88.4;99.7;72.9;75.9;77.5;83.8;76.7;92.8;65.5;17.3;14.6;Same As Expected;Same As Expected;0.5;Better Than National Rate;98.2;1.06;683.0
3872;IN;157626;AMORE HOME HEALTH CARE SERVICES, INC;9209 WICKER AVENUE, SUITE WEST;SAINT JOHN;46373;2.196273522E9;Proprietary;True;True;True;True;True;True;08/10/2010 00:00;3.0;89.4;99.2;99.0;95.9;44.9;54.1;100.0;57.7;56.1;58.7;90.0;68.3;91.42082929194976;63.2;8.9;9.6;Same As Expected;Worse Than Expected;0.1;Same As National Rate;95.9;1.03;115.0
3873;IN;157627;INTERIM HEALTHCARE OF FORT WAYNE;310 E DUPONT RD STE 1;FORT WAYNE;46825;2.604829405E9;Proprietary;True;True;True;True;True;True;07/02/2011 00:00;3.0;85.7;72.4;100.0;100.0;73.53735552473422;25.0;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;85.2;0.9684697386519977;6.0
3874;IN;157629;AVEANNA HEALTHCARE;2600 ROOSEVELT RD, SUITE 200-1;VALPARAISO;46383;2.195480099E9;Proprietary;True;True;True;True;True;True;10/04/2010 00:00;3.0;92.96309749303651;96.72011603257818;99.30020559680223;96.49784357541924;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;89.80363122171943;0.9684697386519977;499.8584856936267
3875;IN;157630;ADAPTIVE NURSING AND HEALTHCARE SERVICES, INC;1502 MAGNAVOX WAY, SUITE 200;FORT WAYNE;46804;2.602453556E9;Proprietary;True;True;True;True;True;True;09/05/2011 00:00;3.5;86.7;97.3;100.0;94.7;56.4;69.9;78.3;75.3;74.0;72.4;75.1;88.9;91.42082929194976;72.8;15.313701090442585;12.92682148781419;Not Available;Not Available;0.0;Better Than National Rate;93.2;0.79;25.0
3876;IN;157633;HOPE HOME HEALTH CARE INC;3800 W 80TH LN;MERRILLVILLE;46410;2.19750901E9;Proprietary;True;True;True;True;True;True;01/08/2011 00:00;4.0;96.5;100.0;98.8;100.0;66.5;60.1;100.0;82.5;74.3;92.1;85.2;71.5;91.42082929194976;85.8;13.6;11.0;Same As Expected;Same As Expected;0.0;Same As National Rate;98.5;1.24;312.0
3877;NJ;317064;PROMISE CARE, NJ;2 JEFFERSON AVENUE;JERSEY CITY;7306;2.0141868E9;Proprietary;True;True;True;True;True;True;08/07/1981 00:00;4.0;87.4;99.7;99.9;98.3;80.4;80.3;100.0;83.8;83.3;80.5;85.2;87.5;100.0;83.7;17.5;8.6;Worse Than Expected;Same As Expected;0.2;Better Than National Rate;93.7;0.94;1051.0
3878;IN;157636;ADVOCATES HOME HEALTH CARE LLC;9135 N MERIDIAN ST STE B4;INDIANAPOLIS;46260;3.1758007E9;Proprietary;True;True;True;True;True;True;07/09/2011 00:00;3.0;96.2;88.5;99.30020559680223;88.5;38.1;91.7;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Same As National Rate;100.0;0.9684697386519977;17.0
3879;IN;157638;FOSTER HEALTHCARE;921 EAST 86TH ST STE 205;INDIANAPOLIS;46240;3.178162273E9;Proprietary;True;True;True;True;True;True;05/12/2011 00:00;2.5;87.0;93.0;100.0;96.9;74.1;74.3;100.0;67.4;61.4;60.2;56.8;74.0;91.42082929194976;66.2;14.9;12.1;Not Available;Not Available;1.0;Worse Than National Rate;89.4;1.06;211.0
3880;IN;157639;CARE FORCE ONE, INC;2440 BROADWAY;ANDERSON;46012;7.656401411E9;Proprietary;True;True;True;True;True;True;08/11/2011 00:00;3.0;97.4;97.4;100.0;100.0;82.8;97.1;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;97.0;0.9684697386519977;499.8584856936267
3881;IN;157643;PARAGON HOME HEALTH CARE INC;3310 HICKORY RD STE B-1A;MISHAWAKA;46545;5.742552089E9;Proprietary;True;True;True;True;True;True;15/03/2012 00:00;3.0;72.6;96.9;100.0;100.0;58.3;37.7;90.8;68.1;64.8;96.2;85.6;55.8;91.42082929194976;87.2;14.8;17.4;Not Available;Not Available;2.0;Same As National Rate;96.9;1.0;147.0
3882;IN;157644;AVEANNA HEALTHCARE;111 EAST LUDWIG RD STE 109;FORT WAYNE;46825;2.6096901E9;Proprietary;True;True;True;True;True;True;18/06/2012 00:00;3.0;92.96309749303651;96.72011603257818;99.30020559680223;96.49784357541924;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;89.80363122171943;0.9684697386519977;499.8584856936267
3883;IN;157645;PURE HOME HEALTH CARE LLC;9333 N MERIDIAN STREET SUITE 104;INDIANAPOLIS;46260;3.178767873E9;Proprietary;True;True;True;True;True;True;15/02/2012 00:00;2.0;72.9;81.4;96.8;94.9;70.0;78.4;82.5;65.9;58.9;57.6;67.9;69.7;91.42082929194976;64.3;14.5;12.1;Same As Expected;Same As Expected;0.6;Same As National Rate;79.2;1.06;276.0
3884;IN;157646;FREEDOM HOME HEALTH OF INDIANA LLC;8435 KEYSTONE CROSSING, SUITE 108;INDIANAPOLIS;46240;3.173593444E9;Proprietary;True;True;True;True;True;True;06/06/2012 00:00;4.0;98.8;99.7;100.0;99.9;89.2;91.5;100.0;75.7;77.8;79.9;79.6;76.8;88.4;68.2;15.9;15.0;Worse Than Expected;Worse Than Expected;0.2;Better Than National Rate;98.4;1.04;313.0
3885;IN;157660;KORT - REHAB AT HOME;3626 GRANT LINE ROAD SUITE 105;NEW ALBANY;47150;8.129441377E9;Proprietary;True;True;True;True;True;True;22/03/2013 00:00;3.0;97.7;98.5;97.2;99.8;74.5;84.8;92.7;73.1;72.0;71.8;64.5;77.6;91.6;61.3;16.2;12.0;Same As Expected;Worse Than Expected;0.1;Better Than National Rate;97.3;1.0;347.0
3886;IN;157647;INDEPENDENCE HOME HEALTH LLC;8282 S NINEVEH RD;NINEVEH;46164;3.17933331E9;Proprietary;True;True;True;True;True;True;28/06/2012 00:00;3.0;100.0;96.72011603257818;99.30020559680223;96.49784357541924;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;89.80363122171943;0.56;20.0
3887;IN;157648;STAR HOME HEALTH INC;9515 INDIANAPOLIS BLVD SUITE 4;HIGHLAND;46322;2.1992278E9;Proprietary;True;True;True;True;True;True;24/05/2012 00:00;1.5;69.5;100.0;100.0;96.2;58.5;41.5;100.0;63.4;39.5;58.8;59.2;54.2;91.42082929194976;29.9;16.3;11.3;Same As Expected;Same As Expected;0.7;Same As National Rate;98.8;0.91;387.0
3888;IN;157650;NOBLE HOME HEALTH CARE LLC;2449 45TH STREET SUITE D;HIGHLAND;46322;2.199245084E9;Proprietary;True;True;True;True;True;True;17/07/2012 00:00;3.0;95.3;81.0;100.0;100.0;58.3;69.0;90.5;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;92.7;0.9684697386519977;7.0
3889;IN;157651;KINDRED AT HOME;5250 E US HIGHWAY 36 SUITE 850;AVON;46123;3.174812281E9;Proprietary;True;True;True;True;True;True;20/11/2012 00:00;4.0;95.1;99.8;99.8;99.7;90.3;89.2;99.6;77.1;78.6;80.0;85.6;84.6;90.3;72.8;14.0;13.6;Same As Expected;Same As Expected;0.2;Better Than National Rate;69.1;1.08;430.0
3890;IN;157654;GOLDEN AGE HOME HEALTH CARE LLC;1711 SOUTH STATE ROAD 135, SUITE A;GREENWOOD;46143;3.178932449E9;Proprietary;True;True;True;True;True;True;04/01/2013 00:00;4.0;99.7;99.7;100.0;100.0;100.0;99.7;100.0;69.7;80.1;71.8;90.7;95.2;91.42082929194976;66.7;16.8;9.1;Same As Expected;Same As Expected;0.0;Same As National Rate;96.2;1.18;221.0
3891;IN;157655;CARREN HEALTHCARE SERVICES INC;9007 INDIANAPOLIS BLVD, SUITE D;HIGHLAND;46322;2.199377376E9;Proprietary;True;True;True;True;True;True;27/12/2012 00:00;3.0;92.96309749303651;96.72011603257818;99.30020559680223;96.49784357541924;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;89.80363122171943;0.9684697386519977;499.8584856936267
3892;IN;157656;1ST CARE HOME HEALTH SERVICES;6100 N KEYSTONE SUITE 639;INDIANAPOLIS;46220;3.172149999E9;Proprietary;True;True;True;True;True;True;20/11/2012 00:00;4.0;99.1;97.2;100.0;99.3;77.6;75.9;99.8;68.1;95.5;71.6;90.3;83.4;76.2;52.6;13.6;13.6;Same As Expected;Worse Than Expected;0.3;Better Than National Rate;86.5;1.05;1352.0
3893;IN;157657;CAREFIRST REHAB LLC;7225 NOVA'S LANDING;SELLERSBURG;47172;8.127487433E9;Proprietary;True;True;True;True;True;True;15/03/2013 00:00;3.0;99.3;97.1;100.0;99.8;99.6;85.6;100.0;73.8;93.2;74.5;56.7;70.0;88.3;51.4;20.5;13.0;Same As Expected;Same As Expected;0.9;Better Than National Rate;96.5;1.17;291.0
3894;IN;157658;CM SUNSHINE HOME HEALTHCARE INC;2480 W LINCOLN HWY;MERRILLVILLE;46410;2.194720233E9;Proprietary;True;True;True;True;True;True;09/05/2013 00:00;3.0;94.8;100.0;100.0;100.0;59.0;68.4;95.8;66.8;76.9;71.6;76.2;64.6;91.42082929194976;58.8;14.6;12.6;Not Available;Not Available;0.0;Worse Than National Rate;100.0;1.19;117.0
3895;IN;157662;ONE HOME HEALTH, LLC;8684 CONNECTICUT STREET, SUITE A2;MERRILLVILLE;46410;2.19472982E9;Proprietary;True;True;True;True;True;True;08/08/2013 00:00;4.0;99.0;99.9;100.0;99.6;77.9;80.0;99.5;77.3;74.9;78.2;83.9;85.7;96.4;72.9;16.4;13.7;Same As Expected;Worse Than Expected;0.0;Same As National Rate;99.7;1.05;382.0
3896;IN;157663;HOME HELPERS HOME HEALTH;630 NORTH GARDNER ST;SCOTTSBURG;47170;8.127526159E9;Proprietary;True;True;True;True;True;True;31/07/2013 00:00;3.0;92.96309749303651;96.72011603257818;99.30020559680223;96.49784357541924;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;89.80363122171943;0.9684697386519977;499.8584856936267
3897;IN;157664;HORIZONS HOME CARE INC;1202 W BUENA VISTA ROAD SUITE 202;EVANSVILLE;47710;8.124290721E9;Proprietary;True;True;True;True;True;True;23/11/2013 00:00;4.0;98.1;97.2;99.4;88.4;93.7;97.7;97.4;80.3;84.5;84.5;84.9;76.5;91.42082929194976;75.3;19.3;12.2;Same As Expected;Same As Expected;0.2;Better Than National Rate;94.7;1.07;331.0
3898;IN;157665;CARE PLUS HOMEHEALTH CARE INC;714 W 53RD SUITE B;ANDERSON;46013;7.653930618E9;Proprietary;True;True;True;True;True;True;17/01/2014 00:00;4.5;100.0;100.0;100.0;100.0;100.0;100.0;100.0;84.9;92.9;88.5;87.4;84.3;91.42082929194976;77.2;13.4;23.7;Not Available;Not Available;0.0;Same As National Rate;100.0;1.16;108.0
3899;IN;157667;FAVOR HEALTHCARE SERVICES INC;425 JOLIET ROAD SUITE 219;DYER;46311;2.1922789E9;Proprietary;True;True;True;True;True;True;21/01/2014 00:00;3.0;91.6;99.4;100.0;99.4;34.3;6.3;100.0;79.7;65.2;77.7;81.3;57.7;91.42082929194976;51.0;11.2;8.6;Not Available;Not Available;0.1;Same As National Rate;86.0;0.8;334.0
3900;IN;157668;PREMIER HOMECARE OF INDIANA;9320 PRIORITY WAY W DR;INDIANAPOLIS;46240;3.175361731E9;Proprietary;True;True;True;True;True;True;12/06/2014 00:00;2.0;86.3;95.8;100.0;97.9;70.6;87.0;79.4;74.5;62.6;60.5;50.2;42.2;91.42082929194976;55.0;18.5;9.3;Not Available;Not Available;0.0;Better Than National Rate;93.1;1.08;162.0
3901;IN;157669;WELLPOINT HOME HEALTH INC;9245 CALUMET AVENUE SUITE 103B;MUNSTER;46321;2.1983697E9;Non - Profit Private;True;True;True;True;True;True;14/04/2014 00:00;3.0;92.4;99.4;99.3;100.0;47.1;58.1;92.6;81.0;72.7;73.8;69.9;67.8;91.42082929194976;61.9;14.3;14.9;Same As Expected;Same As Expected;0.0;Worse Than National Rate;98.7;1.14;116.0
3902;IN;157670;PARADIGM LIVING CONCEPTS;8904 BASH STREET, SUITE B;INDIANAPOLIS;46256;3.177356001E9;Proprietary;True;True;True;True;True;True;26/06/2014 00:00;2.0;96.9;99.8;100.0;98.8;83.5;82.1;100.0;63.6;56.5;62.1;50.8;53.1;78.1;46.8;16.0;17.5;Same As Expected;Same As Expected;0.2;Same As National Rate;99.0;1.18;270.0
3903;IN;157671;SIMPLY HOME HEALTH, LLC;813 WESTFIELD RD SUITE 200;NOBLESVILLE;46062;3.172196012E9;Proprietary;True;True;True;True;True;True;20/05/2014 00:00;3.5;90.0;98.4;99.2;100.0;71.6;67.7;76.2;73.4;80.4;73.4;80.7;83.9;91.42082929194976;72.4;14.5;27.9;Same As Expected;Worse Than Expected;0.6;Worse Than National Rate;99.0;1.16;240.0
3904;IN;157673;M D CHOICE HOME HEALTHCARE LLC;5538 E 25TH STREET;COLUMBUS;47203;8.127991049E9;Proprietary;True;True;True;True;True;True;25/07/2014 00:00;4.5;92.8;100.0;100.0;100.0;100.0;98.5;100.0;88.6;72.3;88.5;89.7;85.4;91.42082929194976;91.9;11.1;29.9;Same As Expected;Same As Expected;4.3;Same As National Rate;100.0;0.94;111.0
3905;IN;157675;PRESTIGE HOME HEALTH CARE INC;523 W CHICAGO AVENUE;EAST CHICAGO;46312;2.193540801E9;Proprietary;True;True;True;True;True;True;19/03/2014 00:00;3.0;82.8;100.0;100.0;100.0;12.0;13.8;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Same As National Rate;75.9;0.85;69.0
3906;IN;157676;LARRIS-IFY HOME CARE;5445 LAFAYETTE ROAD;INDIANAPOLIS;46254;3.176729284E9;Proprietary;True;True;True;True;True;True;04/09/2014 00:00;2.5;91.4;94.9;99.3;87.7;81.2;68.2;58.3;64.5;68.7;56.7;68.1;63.2;91.42082929194976;68.6;11.6;17.7;Same As Expected;Same As Expected;0.2;Same As National Rate;82.4;1.08;113.0
3907;IN;157677;CANNAN HEALTHCARE SERVICES & STAFFING INC;9105-A INDIANAPOLIS BLVD, STE 301;HIGHLAND;46322;2.195136838E9;Non - Profit Other;True;True;True;True;True;True;15/09/2014 00:00;4.0;88.9;99.6;100.0;96.9;58.7;55.6;100.0;61.9;71.5;100.0;100.0;97.2;91.42082929194976;60.9;13.5;17.0;Not Available;Not Available;0.0;Better Than National Rate;57.3;0.87;429.0
3908;IN;157678;PASSIONATE CARE INC;1650 45TH AVENUE, SUITE B;MUNSTER;46321;2.195955338E9;Proprietary;True;True;True;True;True;True;04/12/2014 00:00;1.5;80.1;98.8;100.0;95.0;42.9;50.3;100.0;53.1;46.3;50.6;54.2;49.8;91.42082929194976;46.9;17.6;10.8;Not Available;Not Available;3.6;Worse Than National Rate;97.6;1.21;123.0
3909;IN;157679;MAXIM HEALTHCARE SERVICES INC;5265 COMMERCE DRIVE, STE E;CROWN POINT;46307;2.197365544E9;Proprietary;True;True;True;True;True;True;08/06/2015 00:00;3.0;92.96309749303651;96.72011603257818;99.30020559680223;96.49784357541924;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;89.80363122171943;0.9684697386519977;499.8584856936267
3910;IN;157680;MAXIM HEALTHCARE SERVICES INC;5401 VOGEL RD STE 630;EVANSVILLE;47715;8.124758466E9;Proprietary;True;True;True;True;True;True;16/02/2015 00:00;3.0;92.96309749303651;96.72011603257818;99.30020559680223;96.49784357541924;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;89.80363122171943;0.9684697386519977;499.8584856936267
3911;IN;157681;AGING & DISABLED HOME HEALTH CARE LLC;10500 CROSSPOINTE BLVD,;INDIANAPOLIS;46256;8.002606145E9;Proprietary;True;True;True;True;True;True;30/03/2015 00:00;2.0;91.9;96.5;97.0;95.2;64.3;75.0;96.3;55.0;63.6;44.5;51.5;76.3;91.42082929194976;54.5;23.0;16.1;Not Available;Not Available;0.0;Worse Than National Rate;93.9;0.91;107.0
3912;IN;157683;AUNOVA HOME CARE LLC;6910 NORTH MAIN STREET, SUITE 23A;GRANGER;46530;5.742439022E9;Proprietary;True;True;True;True;True;True;30/12/2015 00:00;4.0;99.1;99.2;100.0;100.0;87.9;76.9;97.4;77.1;80.2;76.9;89.4;87.0;91.42082929194976;91.7;20.3;8.8;Not Available;Not Available;1.0;Same As National Rate;100.0;0.98;53.0
3913;IN;157693;PINNACLE SENIOR CARE;9100 PURDUE ROAD, STE 110;INDIANAPOLIS;46268;3.179826024E9;Proprietary;True;True;True;True;True;True;15/05/2017 00:00;3.5;81.6;94.6;100.0;97.3;78.1;78.8;97.06469558694849;74.9;85.1;89.3;77.9;76.1;91.42082929194976;78.6;15.313701090442585;12.92682148781419;Not Available;Not Available;0.0;Better Than National Rate;97.4;0.9684697386519977;6.0
3914;IN;157684;MAXIM HEALTHCARE SERVICES INC;6505 E 82ND ST STE 200;INDIANAPOLIS;46250;3.17849844E9;Proprietary;True;True;True;True;True;True;20/11/2015 00:00;3.0;92.96309749303651;96.72011603257818;99.30020559680223;96.49784357541924;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;89.80363122171943;0.9684697386519977;499.8584856936267
3915;IN;157685;BAYADA PEDIATRICS;2415 DIRECTORS ROW SUITE H;INDIANAPOLIS;46241;3.1748168E9;Proprietary;True;True;True;True;True;True;03/02/2016 00:00;3.0;92.96309749303651;96.72011603257818;99.30020559680223;96.49784357541924;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;89.80363122171943;0.9684697386519977;499.8584856936267
3916;IN;157686;1 ON 1 HOME HEALTH CARE LLC;112 5TH ST;LA PORTE;46350;2.193242223E9;Non - Profit Other;True;True;True;True;True;True;05/08/2015 00:00;3.0;87.9;96.4;96.3;87.9;35.0;45.2;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;11.4;19.8;Not Available;Not Available;0.4783999034632485;Worse Than National Rate;90.9;1.29;94.0
3917;IN;157687;MAXIM HEALTHCARE SERVICES INC;233 QUARTERMASTER COURT;JEFFERSONVILLE;47130;8.12280063E9;Proprietary;True;True;True;True;True;True;20/03/2016 00:00;3.0;92.96309749303651;96.72011603257818;99.30020559680223;96.49784357541924;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;89.80363122171943;0.9684697386519977;499.8584856936267
3918;IA;167035;WINNEBAGO COUNTY PHNS;216 SOUTH 4TH STREET;FOREST CITY;50436;6.415854763E9;Government - State/ County;True;True;True;True;True;True;11/06/1969 00:00;2.5;95.3;95.5;98.8;89.8;85.7;63.9;84.4;71.4;74.6;74.0;63.5;55.2;91.42082929194976;44.3;13.8;12.9;Same As Expected;Worse Than Expected;0.2;Better Than National Rate;79.5;0.89;80.0
3919;IA;167147;UNITYPOINT AT HOME;3731 UNIVERSITY AVE;WATERLOO;50703;3.192353702E9;Non - Profit Other;True;True;True;True;True;True;17/10/1984 00:00;3.5;68.4;99.6;99.9;99.5;85.6;93.8;99.9;78.6;76.0;81.9;83.6;79.4;86.0;71.3;16.0;16.3;Worse Than Expected;Worse Than Expected;0.2;Better Than National Rate;98.8;0.95;1095.0
3920;IN;157688;UNITED HOME HEALTHCARE INC;7212 N SHADELAND AVE STE 100;INDIANAPOLIS;46250;3.17842784E9;Proprietary;True;True;True;True;True;True;19/06/2015 00:00;3.0;92.96309749303651;96.72011603257818;99.30020559680223;96.49784357541924;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;89.80363122171943;0.9684697386519977;499.8584856936267
3921;IN;157689;MICHIANA HOME CARE;51099 BITTERSWEET ROAD, SUITE E;GRANGER;46530;5.7431839E9;Proprietary;True;True;True;True;True;True;12/06/2017 00:00;3.0;92.96309749303651;96.72011603257818;99.30020559680223;96.49784357541924;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;89.80363122171943;0.9684697386519977;1.0
3922;IN;157690;RECOUP HOME HEALTHCARE SERVICES, LLC;3405 E MEMORIAL DRIVE;MUNCIE;47302;7.652166087E9;Proprietary;True;True;True;True;True;True;14/06/2017 00:00;3.0;92.96309749303651;96.72011603257818;99.30020559680223;96.49784357541924;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;89.80363122171943;0.9684697386519977;3.0
3923;IN;157691;PREMIER HOME HEALTH INDIANA, LLC;11550 NORTH MERIDIAN STREET, SUITE 310;CARMEL;46032;3.179831716E9;Proprietary;True;True;True;True;True;True;30/09/2016 00:00;4.0;94.4;97.6;91.9;95.3;84.0;87.3;99.1;82.1;81.2;85.0;82.1;82.3;91.42082929194976;73.2;11.2;15.0;Not Available;Not Available;0.1;Same As National Rate;90.4;1.15;156.0
3924;IN;157692;ELITE HOME REHAB AND HEALTHCARE CORP;580 EAST CARMEL DRIVE,  SUITE 208;CARMEL;46032;3.17325886E9;Proprietary;True;True;True;True;True;True;15/05/2017 00:00;3.0;94.2;97.6;100.0;100.0;83.3;61.8;98.5;58.0;84.2;82.8;70.2;63.3;91.42082929194976;44.4;14.0;16.4;Not Available;Not Available;0.0;Better Than National Rate;89.4;1.23;54.0
3925;IA;167108;GUTHRIE COUNTY PHNS;2002 STATE STREET;GUTHRIE CENTER;50115;6.417473972E9;Government - State/ County;True;True;True;True;True;True;01/06/1979 00:00;1.5;90.8;97.5;99.1;99.2;64.6;89.3;95.7;59.5;53.7;63.5;63.1;60.4;91.42082929194976;57.9;26.1;5.6;Same As Expected;Same As Expected;1.4;Same As National Rate;91.2;0.96;67.0
3926;IN;157694;LASIK HOME HEALTH CARE INC;9723 S PRAIRIE AVENUE;HIGHLAND;46322;2.195138201E9;Proprietary;True;True;True;True;True;True;16/08/2017 00:00;3.0;92.96309749303651;96.72011603257818;99.30020559680223;96.49784357541924;73.53735552473422;76.24416209560054;97.06469558694849;73.09835257335234;71.8894672976578;74.41597505396986;75.06903750455118;72.51666050978942;91.42082929194976;63.14625984251963;15.313701090442585;12.92682148781419;Not Available;Not Available;0.4783999034632485;Better Than National Rate;89.80363122171943;0.9684697386519977;499.8584856936267
